inicial,dorsal,nombre_jugador,minutos,puntos,rebotes_ofensivos,rebotes_defensivos,rebotes_total,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion,balance,equipo,jugador,t1s,t1a,t2s,t2a,t3s,t3a
0,3,VIVES HURTADO_ ADRIA,17.416666666666668,4,0,0,0,0,0,0,0,0,0,1,1,1,-3.0,950772,2144599,0,0,2,3,0,2
0,4,SERRAT BUIGUES_ FERNANDO,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,950772,2250792,0,0,0,0,0,0
0,5,SADOKI_ SOUFYANE,18.73333333333333,3,0,1,1,2,0,0,0,0,0,2,5,3,-4.0,950772,1790780,1,4,1,4,0,0
0,6,ZAPATA SERRA_ JOSE ANGEL,10.75,2,1,1,2,1,0,0,0,0,0,0,0,3,1.0,950772,2182582,0,0,1,3,0,0
1,7,PEREZ PALOMARES_ DANIEL,34.21666666666667,9,0,2,2,2,2,2,1,0,0,2,6,8,-16.0,950772,1794540,4,6,1,6,1,4
1,8,GARCIA STURGESS_ RICHARD,22.0,4,2,3,5,1,0,4,0,1,0,5,1,-4,-16.0,950772,1995391,0,2,2,6,0,0
1,9,OTS MUT_ IGNACIO,17.716666666666665,7,0,2,2,1,3,3,0,0,0,5,3,4,-23.0,950772,1879097,0,2,2,4,1,1
0,20,SOLER MANZANO_ JORDI,7.25,4,0,0,0,0,0,0,0,0,0,2,1,2,-8.0,950772,1616508,2,2,1,2,0,0
1,30,ALEXANDROV_ IVAN,30.58333333333333,13,1,5,6,1,1,3,0,0,0,2,3,13,-15.0,950772,2021759,2,2,4,7,1,4
0,34,CLIMENT FIGUERES_ JORGE,21.216666666666665,7,1,5,6,0,1,1,0,0,0,1,2,6,-3.0,950772,2034816,2,4,1,6,1,2
1,35,PEREZ PALOMARES_ ADRIAN,18.78333333333333,7,3,0,3,0,2,1,0,0,0,2,4,6,-20.0,950772,1794542,5,7,1,6,0,0
0,74,VILLALBA LOPEZ_ ENRIC,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,-1,-4.0,950772,2260964,0,0,0,0,0,0
0,4,MALLIK BOUNAD_ RABAH DJIHAD,14.933333333333334,12,1,1,2,0,1,1,0,1,0,4,2,9,18.0,952153,2160246,2,3,5,5,0,2
1,15,PELUFO LOZANO_ VICTOR,22.08333333333333,4,2,1,3,2,1,0,0,0,0,2,1,4,8.0,952153,1986323,0,2,2,4,0,1
0,17,LLACER SIMLAT_ EMILIO,23.75,13,6,2,8,2,1,1,0,0,0,3,2,11,7.0,952153,2090295,0,0,5,12,1,5
1,18,DALMAU ROIG_ JAVIER,25.28333333333333,9,0,2,2,1,1,2,0,0,0,2,2,8,20.0,952153,1618495,0,0,3,6,1,1
1,21,MARTINEZ HERNANDEZ_ MIGUEL,22.9,17,0,1,1,1,2,1,0,0,0,2,1,11,23.0,952153,1605142,2,2,3,7,3,7
0,22,MARTIN MARGARIT_ ALVARO,17.783333333333335,3,3,4,7,1,0,2,0,0,0,4,2,5,2.0,952153,2024048,1,1,1,3,0,0
0,23,LERIN PEREZ_ IVAN,18.116666666666667,5,0,2,2,1,0,1,0,0,0,2,5,5,1.0,952153,1807111,3,4,1,5,0,0
0,37,ENGUIX TORMO_ HUGO,12.3,4,0,1,1,0,1,0,0,0,0,1,2,7,12.0,952153,2106575,2,2,1,1,0,0
1,50,ANTICH MINGUEZ_ POL,19.133333333333333,11,2,3,5,1,1,3,0,0,0,4,1,7,5.0,952153,2033012,1,2,2,5,2,3
1,74,VERDEGUER FERRER_ LUIS,19.23333333333333,5,3,8,11,1,0,2,1,0,0,0,4,17,24.0,952153,228269,1,2,2,4,0,0
0,91,ESCOBAR NIEBLAS_ ALAN,4.483333333333333,0,0,1,1,0,0,2,0,0,0,3,0,-6,-5.0,952153,2249298,0,0,0,2,0,0
